Timestamp;ADC_VAL[0];ADC_VAL[1]
307166;0;1640
308163;0;1631
309163;0;1641
310290;0;1640
311156;0;1640
312160;0;1640
313166;0;1635
314184;0;1640
315201;0;1638
316174;0;1639
317162;0;1641
318182;0;1637
319157;0;1637
320187;0;1633
321164;0;1640
322313;0;1631
323177;0;1642
324194;0;1638
325169;0;1642
326168;0;1642
327167;0;1639
328167;0;1640
329165;0;1639
330163;0;1640
331163;0;1637
332163;0;1631
333266;0;1631
334170;0;1637
335157;0;1638
336156;0;1637
337177;0;1644
338175;0;1641
339176;0;1644
340175;0;1644
341174;0;1644
342174;0;1636
343172;0;1637
344172;0;1640
345281;0;1642
346164;0;1639
347168;0;1639
348168;0;1640
349166;0;1639
350166;0;1643
351165;0;1639
352164;0;1637
353162;0;1642
354162;0;1642
355167;0;1635
356166;0;1631
357304;0;1640
358161;0;1645
359160;0;1641
360159;0;1638
361177;0;1638
362163;0;1636
363204;0;1639
364179;0;1644
365166;0;1640
366187;0;1640
367163;0;1640
368274;0;1641
369177;0;1631
370183;0;1641
371181;0;1640
372198;0;1637
373164;0;1640
374176;0;1634
375159;0;1634
376157;0;1635
377156;0;1641
378177;0;1639
379178;0;1638
380313;0;1637
381171;0;1638
382171;0;1638
383169;0;1641
384168;0;1640
385173;0;1637
386173;0;1637
387174;0;1636
388173;0;1636
389172;0;1640
390171;0;1640
391251;0;1636
392173;0;1639
393174;0;1637
394172;0;1638
395157;0;1638
396155;0;1643
397176;0;1644
398176;0;1640
399176;0;1639
400174;0;1635
401174;0;1638
402239;0;1636
403162;0;1636
404162;0;1640
405168;0;1639
406168;0;1643
407166;0;1641
408166;0;1642
409165;0;1642
410183;0;1639
411177;0;1640
412189;0;1635
413204;0;1639
414198;0;1637
415170;0;1636
416217;0;1644
417188;0;1644
418158;0;1636
419190;0;1635
420168;0;1641
421184;0;1634
422168;0;1641
423185;0;1641
424162;0;1635
425167;0;1629
426175;0;1639
427174;0;1644
428174;0;1638
429172;0;1641
430171;0;1641
431170;0;1637
432170;0;1639
433170;0;1645
434208;0;1640
435169;0;1636
436169;0;1635
437170;0;1635
438170;0;1638
439168;0;1637
440167;0;1640
441166;0;1637
442166;0;1637
443164;0;1643
444164;0;1643
445185;0;1639
446162;0;1643
447160;0;1640
448160;0;1636
449158;0;1638
450158;0;1642
451158;0;1642
452157;0;1638
453164;0;1642
454164;0;1641
455190;0;1638
456255;0;1640
457188;0;1640
458163;0;1640
459184;0;1639
460183;0;1639
461199;0;1640
462193;0;1638
463154;0;1643
464183;0;1640
465157;0;1640
466204;0;1636
467159;0;1641
468159;0;1638
469157;0;1642
470156;0;1635
471177;0;1639
472176;0;1639
473175;0;1642
474174;0;1641
475159;0;1639
476157;0;1643
477195;0;1637
478173;0;1641
479173;0;1641
480173;0;1641
481171;0;1640
482171;0;1639
483170;0;1640
484170;0;1632
485175;0;1639
486174;0;1639
487174;0;1641
488198;0;1640
489175;0;1639
490175;0;1640
491174;0;1641
492173;0;1640
493172;0;1640
494171;0;1643
495176;0;1635
496176;0;1641
497174;0;1638
498173;0;1645
499172;0;1641
500198;0;1641
501161;0;1638
502170;0;1639
503191;0;1642
504194;0;1640
505201;0;1636
506189;0;1639
507207;0;1639
508190;0;1639
509157;0;1635
510175;0;1642
511175;0;1634
512289;0;1635
513160;0;1639
514159;0;1639
515165;0;1642
516165;0;1641
517163;0;1636
518163;0;1635
519162;0;1641
520161;0;1641
521159;0;1641
522159;0;1635
523192;0;1643
524167;0;1635
525173;0;1638
526173;0;1645
527171;0;1638
528171;0;1638
529169;0;1639
530170;0;1634
531170;0;1636
532170;0;1637
533168;0;1637
534210;0;1640
535195;0;1640
536176;0;1639
537175;0;1640
538174;0;1638
539174;0;1645
540174;0;1641
541173;0;1636
542173;0;1636
543173;0;1640
544171;0;1640
545154;0;1637
546175;0;1642
547198;0;1642
548175;0;1644
549174;0;1644
550160;0;1641
551178;0;1640
552184;0;1636
553175;0;1637
554178;0;1641
555185;0;1640
556180;0;1640
557203;0;1642
558239;0;1636
559236;0;1635
560181;0;1644
561156;0;1639
562163;0;1640
563163;0;1640
564161;0;1640
565166;0;1634
566165;0;1645
567164;0;1638
568163;0;1637
569162;0;1637
570207;0;1637
571199;0;1640
572176;0;1639
573176;0;1658
574175;0;1644
575157;0;1638
576155;0;1635
577176;0;1635
578176;0;1637
579176;0;1639
580174;0;1642
581174;0;1635
582234;0;1636
583193;0;1639
584170;0;1639
585174;0;1638
586174;0;1642
587172;0;1640
588173;0;1637
589172;0;1641
590157;0;1640
591154;0;1640
592178;0;1637
593173;0;1639
594393;0;1639
595155;0;1642
596188;0;1643
597175;0;1636
598203;0;1636
599189;0;1640
600207;0;1640
601190;0;1631
602159;0;1637
603159;0;1640
604157;0;1635
605163;0;1635
606207;0;1642
607192;0;1640
608168;0;1639
609168;0;1640
610166;0;1639
611167;0;1637
612166;0;1637
613165;0;1637
614163;0;1639
615168;0;1638
616167;0;1640
617166;0;1641
618420;0;1638
619173;0;1638
620171;0;1644
621172;0;1640
622171;0;1639
623170;0;1640
624170;0;1636
625176;0;1639
626174;0;1639
627175;0;1637
628174;0;1635
629173;0;1641
630293;0;1641
631168;0;1638
632168;0;1639
633166;0;1639
634399;0;1640
635016;0;1635
636159;0;1642
637159;0;1640
638157;0;1639
639157;0;1639
640155;0;1631
641156;0;1644
642432;0;1641
643177;0;1644
644162;0;1644
645166;0;1641
646189;0;1635
647188;0;1635
648180;0;1635
649176;0;1637
650203;0;1640
651189;0;1636
652205;0;1641
653327;0;1639
654159;0;1639
655171;0;1637
656158;0;1642
657157;0;1638
658156;0;1636
659156;0;1639
660156;0;1639
661176;0;1640
662175;0;1639
663175;0;1637
664173;0;1631
665324;0;1639
666168;0;1639
667169;0;1646
668169;0;1646
669170;0;1641
670170;0;1640
671170;0;1631
672168;0;1635
673166;0;1641
674166;0;1641
675170;0;1639
676170;0;1640
677296;0;1640
678168;0;1643
679171;0;1645
680170;0;1640
681170;0;1640
682170;0;1640
683168;0;1640
684168;0;1638
685172;0;1641
686172;0;1639
687170;0;1637
688170;0;1637
689322;0;1641
690174;0;1641
691157;0;1637
692196;0;1639
693161;0;1636
694202;0;1640
695183;0;1640
696203;0;1636
697177;0;1640
698205;0;1633
699181;0;1640
700168;0;1643
701296;0;1642
702160;0;1642
703164;0;1642
704164;0;1637
705168;0;1635
706167;0;1648
707166;0;1639
708165;0;1640
709164;0;1640
710163;0;1640
711162;0;1634
712161;0;1637
713311;0;1648
714168;0;1640
715174;0;1635
716173;0;1635
717173;0;1636
718171;0;1637
719171;0;1644
720169;0;1636
721169;0;1635
722167;0;1639
723168;0;1639
724267;0;1644
725169;0;1643
726169;0;1644
727170;0;1638
728170;0;1639
729170;0;1635
730168;0;1635
731169;0;1637
732168;0;1638
733167;0;1636
734167;0;1631
735255;0;1639
736156;0;1639
737156;0;1639
738155;0;1635
739164;0;1639
740194;0;1636
741179;0;1639
742168;0;1637
743177;0;1640
744173;0;1640
745176;0;1636
746324;0;1640
747193;0;1640
748192;0;1643
749152;0;1644
750175;0;1643
751162;0;1643
752161;0;1644
753159;0;1640
754159;0;1637
755163;0;1643
756163;0;1635
757188;0;1637
758165;0;1637
759165;0;1641
760163;0;1644
761163;0;1637
762161;0;1643
763162;0;1639
764161;0;1639
765165;0;1639
766163;0;1642
767163;0;1636
768210;0;1635
769165;0;1636
770164;0;1639
771163;0;1637
772162;0;1637
773161;0;1642
774160;0;1641
775165;0;1637
776164;0;1642
777163;0;1640
778162;0;1637
779195;0;1637
780168;0;1635
781191;0;1636
782199;0;1635
783183;0;1640
784160;0;1648
785190;0;1639
786156;0;1639
787174;0;1636
788173;0;1635
789188;0;1640
790228;0;1637
791158;0;1640
792155;0;1636
793176;0;1636
794174;0;1631
795159;0;1639
796158;0;1648
797158;0;1631
798158;0;1637
799156;0;1635
800156;0;1635
801188;0;1638
802164;0;1639
803164;0;1640
804164;0;1631
805168;0;1638
806166;0;1637
807165;0;1637
808164;0;1637
809164;0;1639
810162;0;1640
811162;0;1639
812194;0;1640
813169;0;1635
814170;0;1635
815176;0;1639
816176;0;1648
817174;0;1636
818174;0;1637
819172;0;1641
820172;0;1648
821170;0;1648
822170;0;1641
823200;0;1640
824177;0;1643
825160;0;1638
826158;0;1640
827159;0;1639
828158;0;1639
829156;0;1637
830155;0;1636
831161;0;1639
832191;0;1644
833180;0;1637
834238;0;1636
835185;0;1636
836161;0;1642
837192;0;1636
838179;0;1640
839199;0;1638
840176;0;1631
841203;0;1640
842175;0;1640
843164;0;1642
844173;0;1641
845202;0;1640
846156;0;1637
847156;0;1639
848177;0;1643
849176;0;1643
850175;0;1642
851176;0;1633
852174;0;1637
853174;0;1640
854172;0;1641
855178;0;1637
856213;0;1637
857165;0;1640
858165;0;1639
859165;0;1636
860164;0;1644
861163;0;1637
862162;0;1640
863160;0;1640
864159;0;1631
865163;0;1641
866163;0;1646
867162;0;1638
868203;0;1634
869159;0;1641
870159;0;1641
871172;0;1639
872178;0;1641
873175;0;1636
874162;0;1631
875196;0;1640
876171;0;1643
877200;0;1643
878176;0;1639
879285;0;1648
880189;0;1635
881173;0;1639
882192;0;1642
883175;0;1640
884176;0;1640
885159;0;1637
886157;0;1636
887156;0;1635
888175;0;1643
889175;0;1639
890175;0;1631
891196;0;1631
892173;0;1644
893172;0;1644
894171;0;1639
895175;0;1639
896175;0;1640
897173;0;1634
898171;0;1634
899172;0;1642
900171;0;1638
901170;0;1642
902170;0;1641
903196;0;1636
904173;0;1644
905157;0;1644
906155;0;1642
907178;0;1639
908176;0;1637
909176;0;1638
910174;0;1639
911174;0;1639
912172;0;1641
913218;0;1640
914196;0;1637
915156;0;1644
916156;0;1641
917177;0;1639
918175;0;1639
919176;0;1639
920175;0;1632
921174;0;1637
922174;0;1637
923172;0;1640
924172;0;1639
925205;0;1634
926190;0;1634
927188;0;1639
928232;0;1648
929198;0;1638
930172;0;1633
931196;0;1639
932171;0;1639
933162;0;1639
934183;0;1639
935204;0;1643
936195;0;1637
937372;0;1639
938170;0;1640
939171;0;1639
940171;0;1639
941170;0;1639
942170;0;1636
943170;0;1631
944170;0;1637
945174;0;1640
946174;0;1640
947173;0;1638
948172;0;1640
949217;0;1640
950205;0;1640
951160;0;1637
952160;0;1640
953158;0;1640
954158;0;1636
955162;0;1640
956162;0;1638
957160;0;1637
958160;0;1638
959158;0;1640
960204;0;1637
961200;0;1637
962177;0;1644
963154;0;1639
964175;0;1637
965158;0;1642
966156;0;1640
967155;0;1640
968176;0;1641
969166;0;1640
970186;0;1643
971161;0;1637
972417;0;1649
973154;0;1637
974194;0;1639
975186;0;1639
976154;0;1640
977195;0;1632
978155;0;1641
979174;0;1639
980175;0;1641
981163;0;1641
982163;0;1644
983394;0;1637
984173;0;1638
985157;0;1644
986157;0;1644
987155;0;1639
988176;0;1639
989176;0;1636
990176;0;1639
991174;0;1639
992174;0;1637
993172;0;1640
994172;0;1639
995202;0;1639
996185;0;1639
997162;0;1643
998160;0;1643
999160;0;1640
1000158;0;1648
1001158;0;1633
1002156;0;1633
1003157;0;1631
1004157;0;1639
1005161;0;1644
1006266;0;1635
1007161;0;1640
1008165;0;1642
1009165;0;1642
1010163;0;1639
1011164;0;1639
1012163;0;1640
1013162;0;1634
1014160;0;1631
1015171;0;1643
1016186;0;1643
1017181;0;1644
1018181;0;1640
1019278;0;1640
1020169;0;1639
1021200;0;1639
1022154;0;1652
1023207;0;1652
1024190;0;1639
1025164;0;1640
1026181;0;1636
1027171;0;1641
1028170;0;1640
1029295;0;1644
1030159;0;1644
1031162;0;1639
1032162;0;1642
1033160;0;1643
1034160;0;1641
1035164;0;1640
1036164;0;1644
1037162;0;1644
1038162;0;1641
1039160;0;1634
1040160;0;1639
1041286;0;1641
1042173;0;1636
1043156;0;1636
1044175;0;1636
1045158;0;1640
1046157;0;1640
1047156;0;1641
1048155;0;1641
1049176;0;1643
1050175;0;1635
1051175;0;1635
1052350;0;1636
1053312;0;1642
1054170;0;1639
1055174;0;1640
1056174;0;1640
1057172;0;1640
1058173;0;1640
1059173;0;1636
1060173;0;1637
1061171;0;1638
1062171;0;1636
1063170;0;1638
1064303;0;1640
1065162;0;1640
1066165;0;1639
1067184;0;1639
1068203;0;1641
1069189;0;1640
1070155;0;1645
1071173;0;1634
1072188;0;1634
1073181;0;1631
1074183;0;1637
1075198;0;1640
1076326;0;1640
1077153;0;1640
1078194;0;1640
1079169;0;1640
1080168;0;1635
1081167;0;1643
1082167;0;1640
1083167;0;1639
1084165;0;1636
1085171;0;1638
1086170;0;1638
1087297;0;1635
1088176;0;1648
1089158;0;1634
1090156;0;1635
1091157;0;1638
1092177;0;1639
1093176;0;1639
1094175;0;1639
1095159;0;1640
1096157;0;1631
1097155;0;1639
1098176;0;1639
1099266;0;1637
1100167;0;1637
1101167;0;1637
1102166;0;1640
1103165;0;1639
1104164;0;1645
1105170;0;1640
1106170;0;1643
1107170;0;1643
1108169;0;1641
1109168;0;1632
1110286;0;1641
1111173;0;1642
1112164;0;1633
1113179;0;1636
1114157;0;1636
1115192;0;1640
1116167;0;1631
1117153;0;1644
1118176;0;1633
1119195;0;1635
1120174;0;1639
1121209;0;1639
1122175;0;1636
1123175;0;1631
1124174;0;1639
1125157;0;1640
1126155;0;1639
1127176;0;1646
1128176;0;1646
1129176;0;1638
1130174;0;1639
1131189;0;1644
1132166;0;1638
1133167;0;1642
1134166;0;1635
1135171;0;1635
1136170;0;1631
1137169;0;1641
1138168;0;1640
1139167;0;1639
1140167;0;1640
1141165;0;1638
1142191;0;1638
1143166;0;1639
1144166;0;1639
1145172;0;1636
1146170;0;1633
1147171;0;1638
1148171;0;1644
1149169;0;1644
1150169;0;1643
1151167;0;1641
1152193;0;1640
1153170;0;1637
1154169;0;1641
1155175;0;1636
1156175;0;1636
1157173;0;1637
1158173;0;1636
1159163;0;1639
1160197;0;1643
1161172;0;1641
1162158;0;1641
1163208;0;1636
1164173;0;1641
1165175;0;1640
1166174;0;1637
1167195;0;1641
1168176;0;1641
1169187;0;1640
1170185;0;1640
1171174;0;1642
1172174;0;1639
1173192;0;1643
1174169;0;1638
1175175;0;1642
1176174;0;1645
1177173;0;1645
1178172;0;1640
1179172;0;1635
1180170;0;1639
1181170;0;1640
1182168;0;1644
1183168;0;1644
1184270;0;1631
1185172;0;1640
1186172;0;1639
1187171;0;1643
1188170;0;1642
1189169;0;1643
1190168;0;1643
1191167;0;1635
1192167;0;1631
1193165;0;1636
1194165;0;1643
1195198;0;1640
1196177;0;1640
1197178;0;1640
1198176;0;1637
1199176;0;1640
1200174;0;1639
1201174;0;1644
1202172;0;1636
1203173;0;1637
1204172;0;1640
1205156;0;1640
1206197;0;1639
1207174;0;1643
1208174;0;1638
1209173;0;1635
1210171;0;1640
1211159;0;1640
1212177;0;1645
1213155;0;1638
1214181;0;1639
1215188;0;1636
1216200;0;1639
1217261;0;1639
1218153;0;1639
1219173;0;1637
1220175;0;1635
1221159;0;1638
1222156;0;1637
1223156;0;1639
1224177;0;1640
1225160;0;1640
1226158;0;1640
1227159;0;1641
1228183;0;1640
1229160;0;1637
1230159;0;1639
1231158;0;1638
1232157;0;1638
1233156;0;1639
1234156;0;1641
1235160;0;1642
1236159;0;1641
1237158;0;1640
1238158;0;1638
1239202;0;1638
1240156;0;1631
1241156;0;1641
1242177;0;1635
1243177;0;1637
1244176;0;1638
1245159;0;1644
1246157;0;1644
1247156;0;1641
1248177;0;1644
1249176;0;1637
1250190;0;1640
1251182;0;1635
1252204;0;1639
1253180;0;1639
1254171;0;1638
1255173;0;1631
1256167;0;1631
1257180;0;1642
1258191;0;1644
1259322;0;1640
1260155;0;1640
1261407;0;1639
1262040;0;1639
1263168;0;1639
1264168;0;1640
1265172;0;1636
1266172;0;1640
1267172;0;1640
1268171;0;1644
1269170;0;1639
1270169;0;1648
1271348;0;1644
1272160;0;1636
1273161;0;1631
1274159;0;1631
1275165;0;1643
1276165;0;1637
1277163;0;1640
1278163;0;1631
1279162;0;1637
1280161;0;1642
1281159;0;1642
1282361;0;1640
1283175;0;1641
1284175;0;1640
1285158;0;1637
1286156;0;1640
1287154;0;1640
1288175;0;1640
1289175;0;1639
1290175;0;1637
1291176;0;1638
1292176;0;1639
1293317;0;1641
1294175;0;1638
1295158;0;1638
1296158;0;1635
1297156;0;1640
1298195;0;1636
1299163;0;1635
1300189;0;1639
1301199;0;1640
1302178;0;1640
1303156;0;1640
1304278;0;1641
1305174;0;1636
1306175;0;1641
1307161;0;1637
1308188;0;1641
1309177;0;1641
1310203;0;1642
1311169;0;1634
1312168;0;1635
1313167;0;1641
1314167;0;1640
1315353;0;1639
1316166;0;1639
1317166;0;1644
1318164;0;1637
1319164;0;1639
1320162;0;1641
1321161;0;1636
1322160;0;1637
1323160;0;1637
1324160;0;1640
1325164;0;1631
1326290;0;1639
1327157;0;1642
1328160;0;1642
1329160;0;1640
1330158;0;1640
1331159;0;1636
1332158;0;1637
1333157;0;1641
1334154;0;1638
1335160;0;1637
1336158;0;1637
1337159;0;1637
1338257;0;1638
1339157;0;1639
1340157;0;1637
1341155;0;1637
1342176;0;1639
1343175;0;1635
1344174;0;1635
1345157;0;1639
1346156;0;1637
1347155;0;1640
1348162;0;1631
1349232;0;1637
1350159;0;1643
1351157;0;1643
1352171;0;1635
1353190;0;1640
1354175;0;1640
1355179;0;1638
1356180;0;1635
1357191;0;1636
1358190;0;1636
1359204;0;1635
1360266;0;1640
1361167;0;1637
1362167;0;1641
1363166;0;1638
1364165;0;1639
1365170;0;1639
1366170;0;1642
1367170;0;1640
1368168;0;1637
1369166;0;1640
1370166;0;1637
1371195;0;1636
1372170;0;1636
1373171;0;1639
1374170;0;1631
1375175;0;1639
1376174;0;1645
1377173;0;1641
1378172;0;1636
1379173;0;1636
1380171;0;1641
1381192;0;1634
1382169;0;1638
1383169;0;1640
1384168;0;1639
1385173;0;1639
1386172;0;1639
1387172;0;1640
1388172;0;1643
1389173;0;1648
1390171;0;1640
1391170;0;1637
1392233;0;1638
1393155;0;1638
1394178;0;1638
1395161;0;1635
1396159;0;1638
1397159;0;1640
1398177;0;1647
1399164;0;1641
1400153;0;1641
1401174;0;1638
1402154;0;1635
1403173;0;1637
1404247;0;1637
1405192;0;1639
1406231;0;1639
1407199;0;1639
1408189;0;1631
1409153;0;1641
1410175;0;1640
1411164;0;1641
1412164;0;1637
1413162;0;1638
1414199;0;1638
1415160;0;1639
1416160;0;1644
1417158;0;1636
1418158;0;1640
1419156;0;1637
1420156;0;1637
1421177;0;1644
1422175;0;1641
1423175;0;1640
1424195;0;1639
1425156;0;1638
1426156;0;1641
1427154;0;1638
1428175;0;1638
1429176;0;1640
1430175;0;1636
1431174;0;1631
1432173;0;1644
1433172;0;1641
1434161;0;1636
1435192;0;1636
1436241;0;1641
1437182;0;1648
1438171;0;1639
1439197;0;1641
1440177;0;1640
1441202;0;1636
1442179;0;1636
1443203;0;1643
1444177;0;1636
1445160;0;1641
1446167;0;1641
1447210;0;1637
1448243;0;1642
1449165;0;1642
1450165;0;1648
1451164;0;1635
1452163;0;1637
1453162;0;1640
1454161;0;1635
1455166;0;1642
1456165;0;1642
1457163;0;1642
1458163;0;1635
1459162;0;1640
1460185;0;1644
1461162;0;1636
1462162;0;1636
1463161;0;1632
1464161;0;1631
1465165;0;1635
1466164;0;1640
1467208;0;1637
1468155;0;1635
1469160;0;1635
1470159;0;1643
1471203;0;1639
1472270;0;1644
1473171;0;1640
1474171;0;1634
1475177;0;1641
1476176;0;1641
1477176;0;1641
1478174;0;1638
1479172;0;1644
1480171;0;1637
1481170;0;1638
1482170;0;1643
1483214;0;1640
1484208;0;1640
1485157;0;1639
1486155;0;1636
1487189;0;1638
1488193;0;1639
1489154;0;1644
1490174;0;1644
1491203;0;1636
1492187;0;1640
1493166;0;1636
1494185;0;1637
1495208;0;1642
1496267;0;1639
1497158;0;1639
1498158;0;1640
1499159;0;1640
1500158;0;1634
1501156;0;1637
1502156;0;1635
1503177;0;1636
1504176;0;1636
1505159;0;1637
1506158;0;1642
1507203;0;1640
1508186;0;1640
1509163;0;1639
1510163;0;1640
1511162;0;1640
1512161;0;1639
1513160;0;1640
1514159;0;1631
1515164;0;1640
1516164;0;1640
1517162;0;1639
1518161;0;1639
1519391;0;1642
1520157;0;1636
1521155;0;1635
1522178;0;1640
1523156;0;1640
1524156;0;1633
1525160;0;1633
1526159;0;1641
1527158;0;1639
1528158;0;1645
1529156;0;1640
1530156;0;1642
1531365;0;1640
1532163;0;1640
1533161;0;1638
1534161;0;1639
1535167;0;1640
1536185;0;1636
1537204;0;1631
1538190;0;1637
1539210;0;1637
1540184;0;1643
1541160;0;1641
1542183;0;1640
1543206;0;1640
1544334;0;1637
1545170;0;1639
1546156;0;1639
1547182;0;1634
1548162;0;1637
1549160;0;1637
1550160;0;1637
1551158;0;1642
1552158;0;1635
1553156;0;1635
1554156;0;1638
1555328;0;1642
1556175;0;1638
1557176;0;1635
1558176;0;1635
1559174;0;1636
1560174;0;1636
1561172;0;1635
1562172;0;1638
1563170;0;1636
1564170;0;1643
1565174;0;1639
1566174;0;1648
1567337;0;1638
1568176;0;1638
1569176;0;1644
1570176;0;1635
1571154;0;1635
1572175;0;1639
1573175;0;1640
1574175;0;1640
1575158;0;1640
1576156;0;1640
1577154;0;1639
1578175;0;1642
1579282;0;1644
1580172;0;1639
1581161;0;1639
1582159;0;1634
1583178;0;1636
1584166;0;1631
1585190;0;1643
1586167;0;1640
1587199;0;1642
1588176;0;1642
1589197;0;1640
1590192;0;1631
1591288;0;1639
1592193;0;1640
1593161;0;1638
1594160;0;1631
1595166;0;1631
1596165;0;1636
1597164;0;1635
1598164;0;1640
1599162;0;1638
1600162;0;1638
1601160;0;1640
1602160;0;1640
1603246;0;1639
1604164;0;1639
1605174;0;1640
1606173;0;1633
1607172;0;1634
1608171;0;1639
1609170;0;1639
1610170;0;1636
1611168;0;1639
1612168;0;1638
1613166;0;1635
1614166;0;1643
1615297;0;1637
1616173;0;1637
1617177;0;1635
1618176;0;1636
1619175;0;1640
1620175;0;1637
1621173;0;1631
1622173;0;1634
1623171;0;1634
1624171;0;1639
1625175;0;1648
1626160;0;1638
1627297;0;1639
1628177;0;1635
1629209;0;1640
1630159;0;1640
1631210;0;1640
1632190;0;1636
1633177;0;1637
1634199;0;1639
1635171;0;1644
1636152;0;1639
1637175;0;1639
1638163;0;1642
1639373;0;1634
1640165;0;1639
1641165;0;1641
1642163;0;1633
1643163;0;1638
1644161;0;1638
1645167;0;1633
1646165;0;1631
1647165;0;1641
1648163;0;1638
1649163;0;1639
1650291;0;1638
1651165;0;1638
1652168;0;1642
1653168;0;1637
1654166;0;1640
1655172;0;1636
1656170;0;1642
1657170;0;1638
1658168;0;1638
1659169;0;1636
